conflicts_or_alternate_definitions,definition_text_sha256,external_references,id,internal_references,normalized_term,observed_term,record_type,review_state,scope,source_anchor,source_section
[],3c72ebaf1026d637d1be49b1475501b61b0383997c3861edf2110c761331099b,[],ibc2018:definition:9f1e4897f6b17d40b948c49e,[],HIGH-PRESSURE DECORATIVE EXTERIORGRADE COMPACT LAMINATE (HPL),HIGH-PRESSURE DECORATIVE EXTERIORGRADE COMPACT LAMINATE (HPL),definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.008,436.787,551.995,500.708],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""3c72ebaf1026d637d1be49b1475501b61b0383997c3861edf2110c761331099b"",""pdf_page"":55,""printed_page"":""28""}",202
[],a3057b6c11547b21241eb6e40b182bb681a01b7f62828eca6c155b1534b5233a,[],ibc2018:definition:92843bb88cea134082c4df59,[],HIGH-PRESSURE DECORATIVE EXTERIORGRADE COMPACT LAMINATE (HPL) SYSTEM,HIGH-PRESSURE DECORATIVE EXTERIORGRADE COMPACT LAMINATE (HPL) SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.007,505.787,551.799,558.752],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""a3057b6c11547b21241eb6e40b182bb681a01b7f62828eca6c155b1534b5233a"",""pdf_page"":55,""printed_page"":""28""}",202
[],9fd40e1c4b4fa75084bb34c517c0a8d49685c6291b318effee74db03b962ffa0,[],ibc2018:definition:27b58e66ab10622cd5e4251f,[],HIGH-RISE BUILDING,HIGH-RISE BUILDING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.007,563.641,551.799,594.774],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""9fd40e1c4b4fa75084bb34c517c0a8d49685c6291b318effee74db03b962ffa0"",""pdf_page"":55,""printed_page"":""28""}",202
[],530ebe477cee7ee236bc605569db770d998d75779e88159cd9baac705c869733,[],ibc2018:definition:18338d63c1cd1904a0feb5d1,[],HISTORIC BUILDINGS,HISTORIC BUILDINGS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.007,599.607,551.876,619.729],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""530ebe477cee7ee236bc605569db770d998d75779e88159cd9baac705c869733"",""pdf_page"":55,""printed_page"":""28""}",202
[],11b6fbdfceb740fad40c3589bdb62bb94113baec6a0351764637c8eb4e10d782,[],ibc2018:definition:de1e99c2fca30db1c192f70a,[],HORIZONTAL ASSEMBLY,HORIZONTAL ASSEMBLY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,77.674,306.194,108.807],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""11b6fbdfceb740fad40c3589bdb62bb94113baec6a0351764637c8eb4e10d782"",""pdf_page"":56,""printed_page"":""29""}",202
[],edfd7bbe61c1e9c818c8a7c120b97caddea94196c657d2e24191b245742c6fb5,[],ibc2018:definition:e759044785164c9e4e1dfd2f,[],HORIZONTAL EXIT,HORIZONTAL EXIT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,113.615,305.865,166.796],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""edfd7bbe61c1e9c818c8a7c120b97caddea94196c657d2e24191b245742c6fb5"",""pdf_page"":56,""printed_page"":""29""}",202
[],186b7bd549631a1b76f8e877880c314f1a8ffe270e9e17b8df6ac3d7c368f51c,[],ibc2018:definition:ddfd03af4e109ee878fd6832,[],HOSPITALS AND PSYCHIATRIC HOSPITALS,HOSPITALS AND PSYCHIATRIC HOSPITALS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,171.819,305.804,213.773],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""186b7bd549631a1b76f8e877880c314f1a8ffe270e9e17b8df6ac3d7c368f51c"",""pdf_page"":56,""printed_page"":""29""}",202
[],2ba701451b6d5e385d3f07f246198aeb0d2c6aca209a103c4735fbb6157a7c44,[],ibc2018:definition:e8096d139e0ad0f598698f0c,[],HOUSING UNIT,HOUSING UNIT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,218.582,305.836,238.784],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2ba701451b6d5e385d3f07f246198aeb0d2c6aca209a103c4735fbb6157a7c44"",""pdf_page"":56,""printed_page"":""29""}",202
[],1dd57475ebc7b3d28dbff9b7a287d144911433268f45ed90f7824e2ff2bc03d2,[],ibc2018:definition:2b8c6b154a68bc6a5d20ef34,[],HPM,HPM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,243.728,241.753,252.783],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""1dd57475ebc7b3d28dbff9b7a287d144911433268f45ed90f7824e2ff2bc03d2"",""pdf_page"":56,""printed_page"":""29""}",202
[],d3d8b296046e955fae8573557b78c26642ed3e6647bfeb559815d128231b4a1a,[],ibc2018:definition:5323c1360362ae953952eacb,[],HPM ROOM,HPM ROOM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.951,257.671,306.458,299.705],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d3d8b296046e955fae8573557b78c26642ed3e6647bfeb559815d128231b4a1a"",""pdf_page"":56,""printed_page"":""29""}",202
[],8426175b396f5aaa49d289012a798c394314bc87191e120cb8a97a85c1336530,[],ibc2018:definition:0eacc72ed095cd1f66dafd7d,[],HURRICANE-PRONE REGIONS,HURRICANE-PRONE REGIONS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,304.704,306.009,324.771],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""8426175b396f5aaa49d289012a798c394314bc87191e120cb8a97a85c1336530"",""pdf_page"":56,""printed_page"":""29""}",202
[],535c556fefb0681d5cdf959710949d945cfb171c072ddf2407f1dc22a77b58d3,[],ibc2018:definition:9bba64a7ac69f4420e833e87,[],HYDROGEN FUEL GAS ROOM,HYDROGEN FUEL GAS ROOM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.019,390.799,305.843,421.767],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""535c556fefb0681d5cdf959710949d945cfb171c072ddf2407f1dc22a77b58d3"",""pdf_page"":56,""printed_page"":""29""}",202
[],8755811a4d6edf3179cff77180ee78c5e6007553fecb9482ceddf521dbf07795,[],ibc2018:definition:d568d191c4ca55692d151e63,[],ICE-SENSITIVE STRUCTURE,ICE-SENSITIVE STRUCTURE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.019,426.766,306.03,501.778],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""8755811a4d6edf3179cff77180ee78c5e6007553fecb9482ceddf521dbf07795"",""pdf_page"":56,""printed_page"":""29""}",202
[],d3cb0c1fbe732ba7c162b5214ed2d1419caa4a8691eb3c7522fd08fe098b4f3d,[],ibc2018:definition:6c6cd8cc741c057eb04db8e5,[],HEALTH (IDLH),HEALTH (IDLH),definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.018,517.678,306.443,658.773],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d3cb0c1fbe732ba7c162b5214ed2d1419caa4a8691eb3c7522fd08fe098b4f3d"",""pdf_page"":56,""printed_page"":""29""}",202
[],3e2cc8957e2ed7927fea8dec3bd645509f6df85947388aa0900d04a140bee2b3,[],ibc2018:definition:f91719ddb825ab445aae35c8,[],IMPACT LOAD,IMPACT LOAD,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.052,663.693,306.061,705.807],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""3e2cc8957e2ed7927fea8dec3bd645509f6df85947388aa0900d04a140bee2b3"",""pdf_page"":56,""printed_page"":""29""}",202
[],49c38009bf4ba3402a16139cd0e13bd3978a5868b672f5d7ce51a08900384dd9,[],ibc2018:definition:fd456af9df557c0ae910584a,[],INCAPABLE OF SELF-PRESERVATION,INCAPABLE OF SELF-PRESERVATION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.053,77.741,572.121,730.762],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""49c38009bf4ba3402a16139cd0e13bd3978a5868b672f5d7ce51a08900384dd9"",""pdf_page"":56,""printed_page"":""29""}",202
[],d2dd23f67691619d33147c151bd4c59833158246fcf28368a377e9a6d8eacd24,[],ibc2018:definition:de24ed3f6f82c6648b5fb4ba,[],INCOMPATIBLE MATERIALS,INCOMPATIBLE MATERIALS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.038,102.807,571.916,144.841],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d2dd23f67691619d33147c151bd4c59833158246fcf28368a377e9a6d8eacd24"",""pdf_page"":56,""printed_page"":""29""}",202
[],9164b1136538c4ee2d79f56c733ec8bf4142768437cee5dbf56dae57f2e0e347,[],ibc2018:definition:bed4a9e858b954824f9830bf,[],INERT GAS,INERT GAS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.037,149.729,572.245,246.819],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""9164b1136538c4ee2d79f56c733ec8bf4142768437cee5dbf56dae57f2e0e347"",""pdf_page"":56,""printed_page"":""29""}",202
[],5183c02bcf4638a22430c843fef9f56e72080a2826e74e779c0c24806ac2d175,[],ibc2018:definition:b73f9858d0dea4091cc34681,[],INITIATING DEVICE,INITIATING DEVICE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.038,251.708,571.984,282.786],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""5183c02bcf4638a22430c843fef9f56e72080a2826e74e779c0c24806ac2d175"",""pdf_page"":56,""printed_page"":""29""}",202
[],dc584fcfb419f6c55ac80fd300b357be2f5fd915fc5ebc677de2967770f3b05d,[],ibc2018:definition:9c6a375ad483aff8298f86c8,[],INTENDED TO BE OCCUPIED AS A RESIDENCE,INTENDED TO BE OCCUPIED AS A RESIDENCE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[325.982,287.754,572.057,329.708],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""dc584fcfb419f6c55ac80fd300b357be2f5fd915fc5ebc677de2967770f3b05d"",""pdf_page"":56,""printed_page"":""29""}",202
[],9a8988613a194281bc18e0c1891902935de9c2dd433c40f95cd058f924726bed,[],ibc2018:definition:0ca3733df2bd95234c50f268,[],INTERIOR EXIT RAMP,INTERIOR EXIT RAMP,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[325.982,334.627,571.89,387.808],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""9a8988613a194281bc18e0c1891902935de9c2dd433c40f95cd058f924726bed"",""pdf_page"":56,""printed_page"":""29""}",202
[],29d09737e82dded411433a73cfe7b3242b8af12a89e3ad444a2a35711a8ac10a,[],ibc2018:definition:11b0bd2dd3150db97121c9de,[],INTERIOR EXIT STAIRWAY,INTERIOR EXIT STAIRWAY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.036,392.56,572.042,445.741],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""29d09737e82dded411433a73cfe7b3242b8af12a89e3ad444a2a35711a8ac10a"",""pdf_page"":56,""printed_page"":""29""}",202
[],96fda83138cf88e0f3431595328901b867533f5ce43f065f3104baaf5f6287a7,[],ibc2018:definition:d807fad510cd2756a910a9cc,[],INTERIOR FINISH,INTERIOR FINISH,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.036,450.66,572.464,470.696],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""96fda83138cf88e0f3431595328901b867533f5ce43f065f3104baaf5f6287a7"",""pdf_page"":56,""printed_page"":""29""}",202
[],05ee40c09f28794e84bf12ffd1b316039a6614a20a96f4d29efb92cd68f85901,[],ibc2018:definition:6b440d7db62031f13f15834d,[],INTERIOR FLOOR FINISH,INTERIOR FLOOR FINISH,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.037,475.695,572.122,506.829],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""05ee40c09f28794e84bf12ffd1b316039a6614a20a96f4d29efb92cd68f85901"",""pdf_page"":56,""printed_page"":""29""}",202
[],3fcd1fccd5b4f1d538e923908a5cb97de6c5b9f4b62642921703edd6274e357f,[],ibc2018:definition:a357cc22c643d421ff9fd640,[],INTERIOR FLOOR-WALL BASE,INTERIOR FLOOR-WALL BASE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.037,511.692,571.918,542.795],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""3fcd1fccd5b4f1d538e923908a5cb97de6c5b9f4b62642921703edd6274e357f"",""pdf_page"":56,""printed_page"":""29""}",202
[],b7e6e91824c77bcf90f2a2885a70a19b34542f724ebcb2208dcbab1224bd1f24,[],ibc2018:definition:54bf9bb0c7175918bfdf3ebf,[],INTERIOR SURFACES,INTERIOR SURFACES,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.037,547.794,572.116,567.861],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""b7e6e91824c77bcf90f2a2885a70a19b34542f724ebcb2208dcbab1224bd1f24"",""pdf_page"":56,""printed_page"":""29""}",202
[],78bbd38df4a4a285e5105f1f4a34a0b5e7dcfd00cd82ffb9d9ca7d26d0b6de1b,[],ibc2018:definition:f16a11cb5f3f320837ec46c7,[],INTERIOR WALL AND CEILING FINISH,INTERIOR WALL AND CEILING FINISH,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.037,572.749,571.73,647.706],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""78bbd38df4a4a285e5105f1f4a34a0b5e7dcfd00cd82ffb9d9ca7d26d0b6de1b"",""pdf_page"":56,""printed_page"":""29""}",202
[],a1488c5b402415dc119c580a19f5a9a63e7e8c8eaf4edc8c4b00784077d842fe,[],ibc2018:definition:02ed926360140f50dec03902,[],INTERLAYMENT,INTERLAYMENT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.037,652.705,572.125,683.728],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""a1488c5b402415dc119c580a19f5a9a63e7e8c8eaf4edc8c4b00784077d842fe"",""pdf_page"":56,""printed_page"":""29""}",202
[],b14f0ecb81e6c7b73a23a1119a7f5e1ad566999a01a46f549a27c4863abe650a,[],ibc2018:definition:3db5cc3fa9d8b7c59863d32d,[],INTUMESCENT FIRE-RESISTANT COATINGS,INTUMESCENT FIRE-RESISTANT COATINGS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.038,688.807,572.187,741.772],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""b14f0ecb81e6c7b73a23a1119a7f5e1ad566999a01a46f549a27c4863abe650a"",""pdf_page"":56,""printed_page"":""29""}",202
[],e45ef5e5ff950d8f6abdf2f422c611b6386aac23df49bc5944b70a692b29c340,[],ibc2018:definition:08693313c929bbf25a0dd1bb,[],JOINT,JOINT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,77.674,285.928,119.763],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""e45ef5e5ff950d8f6abdf2f422c611b6386aac23df49bc5944b70a692b29c340"",""pdf_page"":57,""printed_page"":""30""}",202
[],f4dc26829863377ca8a13bd5d40283a995432e7c3646676c4b1cafa410941f1b,[],ibc2018:definition:9d225380edcf7960a73b7f1f,[],JURISDICTION,JURISDICTION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,125.315,285.587,145.437],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""f4dc26829863377ca8a13bd5d40283a995432e7c3646676c4b1cafa410941f1b"",""pdf_page"":57,""printed_page"":""30""}",202
[],d3e90298bba6968aff73d71d465c6857fd787750c2a89859dffda0e825168c68,[],ibc2018:definition:4020c00d05084c38dbc26528,[],L RATING,L RATING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,150.91,285.929,182.012],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d3e90298bba6968aff73d71d465c6857fd787750c2a89859dffda0e825168c68"",""pdf_page"":57,""printed_page"":""30""}",202
[],587b3d6636adbfd9dfe61b445ab6e08b803663286efb4ddabe294a62a7e5cc23,[],ibc2018:definition:d017017043aa39cbdb7d287c,[],LABEL,LABEL,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,187.62,286.626,273.644],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""587b3d6636adbfd9dfe61b445ab6e08b803663286efb4ddabe294a62a7e5cc23"",""pdf_page"":57,""printed_page"":""30""}",202
[],4e8c47700bbeae1945a032d372bfe72339d33aefd25163d9b572923f0a71d116,[],ibc2018:definition:7060902316fb67a1595c585e,[],LABELED,LABELED,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,279.251,286.64,376.231],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""4e8c47700bbeae1945a032d372bfe72339d33aefd25163d9b572923f0a71d116"",""pdf_page"":57,""printed_page"":""30""}",202
[],7a83875604f07e32ca3f107b2e1807ea5421f2fa61a466721fb7468235b5ae4b,[],ibc2018:definition:d9fedb795fde3a4c0e86d744,[],LABORATORY SUITE,LABORATORY SUITE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,381.839,286.052,445.95],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""7a83875604f07e32ca3f107b2e1807ea5421f2fa61a466721fb7468235b5ae4b"",""pdf_page"":57,""printed_page"":""30""}",202
[],f136186754fb73740209759eb28ed29c6792e072251cb3f88e6c35dfa09396fd,[],ibc2018:definition:13ddf9fd95a5476d3197e873,[],LEVEL OF EXIT DISCHARGE,LEVEL OF EXIT DISCHARGE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,451.503,285.591,471.459],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""f136186754fb73740209759eb28ed29c6792e072251cb3f88e6c35dfa09396fd"",""pdf_page"":57,""printed_page"":""30""}",202
[],621cae33356a1755bcc76f32651097b9f25c84450cbf17461a93906157f0ff8c,[],ibc2018:definition:f5159f4e962683f831cf7664,[],LIGHT-DIFFUSING SYSTEM,LIGHT-DIFFUSING SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,477.067,285.931,552.079],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""621cae33356a1755bcc76f32651097b9f25c84450cbf17461a93906157f0ff8c"",""pdf_page"":57,""printed_page"":""30""}",202
[],98ad8a1549196424eb3118f2e81f65331c913d125e80a4f50f645fcfa6c8eeb8,[],ibc2018:definition:734e202d2edb67c17a99152d,[],LIGHT-FRAME CONSTRUCTION,LIGHT-FRAME CONSTRUCTION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.051,557.687,285.773,599.721],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""98ad8a1549196424eb3118f2e81f65331c913d125e80a4f50f645fcfa6c8eeb8"",""pdf_page"":57,""printed_page"":""30""}",202
[],ef6acb2bca67f6c904516dccd11586abed7d125c0a4940388373334c27937da3,[],ibc2018:definition:7cf5b548ab9584240e9682c3,[],LIGHT-TRANSMITTING PLASTIC ROOF PANELS,LIGHT-TRANSMITTING PLASTIC ROOF PANELS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.051,605.409,286.076,658.373],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""ef6acb2bca67f6c904516dccd11586abed7d125c0a4940388373334c27937da3"",""pdf_page"":57,""printed_page"":""30""}",202
[],8c0481d4cf19c2cc5d8de478e1c9685a5cb53d93f87750b861ae7f0ac6ec73c1,[],ibc2018:definition:5fe51202ab20522ce93a2c6c,[],LIGHT-TRANSMITTING PLASTIC WALL PANELS,LIGHT-TRANSMITTING PLASTIC WALL PANELS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.051,664.061,285.682,706.015],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""8c0481d4cf19c2cc5d8de478e1c9685a5cb53d93f87750b861ae7f0ac6ec73c1"",""pdf_page"":57,""printed_page"":""30""}",202
[],2e47688ce84b478da803f3828a6c8191f2b7c733271997231b04f978f2a00324,[],ibc2018:definition:ab473c84b6e86a93665875f8,[],LIMIT OF MODERATE WAVE ACTION,LIMIT OF MODERATE WAVE ACTION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.052,711.623,286.157,742.795],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2e47688ce84b478da803f3828a6c8191f2b7c733271997231b04f978f2a00324"",""pdf_page"":57,""printed_page"":""30""}",202
[],887527e17488911f0ed450268495e00e077b3a147ecfdeabdc0c088e252e9e78,[],ibc2018:definition:ace002e3d7f1fd852662337c,[],LIMIT STATE,LIMIT STATE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.999,77.768,552.029,119.802],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""887527e17488911f0ed450268495e00e077b3a147ecfdeabdc0c088e252e9e78"",""pdf_page"":57,""printed_page"":""30""}",202
[],46371a9cbce033dc48cfa79da42b54fb33de9794e54ba1fc3fabb479cc12d64e,[],ibc2018:definition:fe23a6151343eb2341f58eb1,[],LIQUID,LIQUID,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.999,125.354,552.064,156.487],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""46371a9cbce033dc48cfa79da42b54fb33de9794e54ba1fc3fabb479cc12d64e"",""pdf_page"":57,""printed_page"":""30""}",202
[],2dd2066cd13ae0483ece2ae0ec67709780f649d42b667ad0d6af47cce85af5db,[],ibc2018:definition:aba66840a427a021235138fc,[],LIQUID STORAGE ROOM,LIQUID STORAGE ROOM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.999,184.007,551.999,215.03],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2dd2066cd13ae0483ece2ae0ec67709780f649d42b667ad0d6af47cce85af5db"",""pdf_page"":57,""printed_page"":""30""}",202
[],6c29c37e6107da4de1f5a3182b9693537cef0638c5d28226aea99b09bf68c46b,[],ibc2018:definition:99cd7a0d626f4be3ec3772d9,[],"LIQUID USE, DISPENSING AND MIXING ROOM","LIQUID USE, DISPENSING AND MIXING ROOM",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.999,220.717,551.626,262.671],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""6c29c37e6107da4de1f5a3182b9693537cef0638c5d28226aea99b09bf68c46b"",""pdf_page"":57,""printed_page"":""30""}",202
[],b3dc3371c827114803c17ee7e29cd61a73aee65382b1c8af0bcc0dabe7708e69,[],ibc2018:definition:35ea9dee4ffebe56f6eeb0b6,[],LISTED,LISTED,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.999,268.279,551.996,365.369],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""b3dc3371c827114803c17ee7e29cd61a73aee65382b1c8af0bcc0dabe7708e69"",""pdf_page"":57,""printed_page"":""30""}",202
[],476befd562a87830226c30672df804d3beef9512e49f543aa317fb386971f886,[],ibc2018:definition:b6f1c99ca9c3d31c2dfaae17,[],LIVE/WORK UNIT,LIVE/WORK UNIT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.0,370.841,552.396,401.944],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""476befd562a87830226c30672df804d3beef9512e49f543aa317fb386971f886"",""pdf_page"":57,""printed_page"":""30""}",202
[],043aa3682c43f2a2e5ce515dbfee81913e72d036c930bcbe26eba034818eb8b8,[],ibc2018:definition:e20d164bb105476dc103ea79,[],LIVE LOAD,LIVE LOAD,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.0,407.472,551.85,449.586],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""043aa3682c43f2a2e5ce515dbfee81913e72d036c930bcbe26eba034818eb8b8"",""pdf_page"":57,""printed_page"":""30""}",202
[],50742e0319317b578881365dfe00b5f434e652ae81b33317fe05dd34aa893850,[],ibc2018:definition:1a1b8a6c521797492ef0b009,[],"LIVE LOAD, ROOF","LIVE LOAD, ROOF",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.001,455.058,530.04,464.194],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""50742e0319317b578881365dfe00b5f434e652ae81b33317fe05dd34aa893850"",""pdf_page"":57,""printed_page"":""30""}",202
[],94d6131d363785ad727fe546c8a937dba7a7752487d27015a733e5242af73350,[],ibc2018:definition:0bb61a30e3b74684a4fe1ef9,[],LOAD AND RESISTANCE FACTOR DESIGN (LRFD),LOAD AND RESISTANCE FACTOR DESIGN (LRFD),definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.999,557.805,552.183,621.727],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""94d6131d363785ad727fe546c8a937dba7a7752487d27015a733e5242af73350"",""pdf_page"":57,""printed_page"":""30""}",202
[],2c3310b019e535df784d3860c6a5d97b8196bb70b84e42a5a68e2ff0da60c0d8,[],ibc2018:definition:068086df6a9517725a0b18bc,[],LOAD EFFECTS,LOAD EFFECTS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.0,627.334,551.99,647.401],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2c3310b019e535df784d3860c6a5d97b8196bb70b84e42a5a68e2ff0da60c0d8"",""pdf_page"":57,""printed_page"":""30""}",202
[],54553a5d979940f04063871eababd199a3111eb5ac8c89ab11671e68a2196614,[],ibc2018:definition:2d5416fef3faf9438b195657,[],LOAD FACTOR,LOAD FACTOR,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.0,653.009,552.046,706.22],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""54553a5d979940f04063871eababd199a3111eb5ac8c89ab11671e68a2196614"",""pdf_page"":57,""printed_page"":""30""}",202
[],56ba2388ee1f9ac3de3218e0146d07a1b7642015191b9b0c294ca72623338a31,[],ibc2018:definition:ce21843a49d29be467b97cf1,[],LOADS,LOADS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.0,711.828,551.944,742.795],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""56ba2388ee1f9ac3de3218e0146d07a1b7642015191b9b0c294ca72623338a31"",""pdf_page"":57,""printed_page"":""30""}",202
[],c62b26a1f1acb3ede4372b0531d8ad74633aa001441a4649a4c3c0734565fac2,[],ibc2018:definition:39332813780e362a1b3e0df6,[],LODGING HOUSE,LODGING HOUSE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,125.094,305.865,156.227],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""c62b26a1f1acb3ede4372b0531d8ad74633aa001441a4649a4c3c0734565fac2"",""pdf_page"":58,""printed_page"":""31""}",202
[],42d329d62eefc44f1527eca24c14349d2d60f1fc0e79621292e02020c69e026f,[],ibc2018:definition:0664e3e2f15655cd8d2a6d0f,[],LOT,LOT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.951,161.558,292.661,170.614],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""42d329d62eefc44f1527eca24c14349d2d60f1fc0e79621292e02020c69e026f"",""pdf_page"":58,""printed_page"":""31""}",202
