accessibility_description_status,anchors,appendix,caption,caption_sha256,chapter,committee_designation,continuation_pages,dimensions,external_references,extraction_confidence,id,interpretation_confidence,labels,nearby_exceptions,notes,orientation,pdf_page_range,printed_page_range,published_identifier,raw_evidence_links,record_type,referenced_sections,related_tables,review_state,section_context,semantic_category,subfigure_structure
missing,"[{""appendix"":null,""bbox"":[268.65,417.655,325.213,433.111],""chapter"":""16"",""line_id"":""poppler-line:ac41f539ea26d1db80da"",""observed_text_sha256"":""55aeb790bf27ca125ceef83d3cde610965bf6656042a269dad8ca0d8f48b8212"",""pdf_page"":441,""printed_page"":""414""}]",,"LONGITUDINAL, PERIMETER, TRANSVERSE AND VERTICAL TIES",c1ce67e4117e5b398abbb029775d0135fb53acec8bb99ece64b011c78a8b9685,16,,[],[],[],0.99,ibc2018:figure:3d7f9ead2f1186fbb094b93a,0.68,[],[],[],portrait,"[441,441]","[""414"",""414""]",1616.3,"[""poppler-line:ac41f539ea26d1db80da""]",figure,[],[],provisional,1616.3.2.4,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[283.195,725.121,345.386,740.578],""chapter"":""18"",""line_id"":""poppler-line:57d8042d4bf24523748c"",""observed_text_sha256"":""34b0abd0db2df6a7214748f97ba1760a13270ef68948ee7e1eba11cac488fe83"",""pdf_page"":468,""printed_page"":""441""}]",,FOUNDATION CLEARANCES FROM SLOPES 441 ®,f90d2f8bc06db4ce704e52e9d642263917b36caad77ae2fbe55e5ee18d782a74,18,,[],[],[],0.99,ibc2018:figure:e49fd91acdc06a2bef99fbb0,0.65,[],[],"[{""appendix"":null,""bbox"":[58.55,715.327,144.945,725.143],""chapter"":""18"",""line_id"":""poppler-line:22398204f33bdc18d162"",""observed_text_sha256"":""9b168afce607f9e770d287752fc9188ff54109d97f7cf1dc4bcd2d8ae7657844"",""pdf_page"":468,""printed_page"":""441""}]",portrait,"[468,468]","[""441"",""441""]",1808.7.1,"[""poppler-line:57d8042d4bf24523748c""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[152.229,494.696,213.088,510.153],""chapter"":""21"",""line_id"":""poppler-line:a9c363109124a237c7b7"",""observed_text_sha256"":""8be33d427f26d0d33678c84917451d80dc070c9ab918c1f25649857ed627d94f"",""pdf_page"":500,""printed_page"":""473""}]",,ILLUSTRATION OF EXCEPTION TO FIREPLACE CLEARANCE PROVISION,8be123e2226043cb1a1b6d3e42cf1781a85919d06899f18809057be1c4b1b886,21,,[],[],[],0.99,ibc2018:figure:17ca7dde573324161ed04fbd,0.65,[],[],"[{""appendix"":null,""bbox"":[59.0,483.827,140.817,493.643],""chapter"":""21"",""line_id"":""poppler-line:b0adc3ae82f25b7ae902"",""observed_text_sha256"":""b1c7a3a900e53ec1aaab4eaca4691763ac3288f34f36c9f9f0036644c2b47a67"",""pdf_page"":500,""printed_page"":""473""}]",portrait,"[500,500]","[""473"",""473""]",2111.12,"[""poppler-line:a9c363109124a237c7b7""]",figure,[],[],provisional,2111.9,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[288.063,398.846,349.106,414.303],""chapter"":""21"",""line_id"":""poppler-line:3ef3c5ff05d14d493c9a"",""observed_text_sha256"":""3d47ee62d7150845ed9085185c04c0e9485dd2ff5a51993f3a9075d46fa3ccbb"",""pdf_page"":504,""printed_page"":""477""}]",,FLUE SIZES FOR MASONRY CHIMNEYS NET CROSS-SECTIONAL AREA OF SQUARE,8f08e6a24912326b0528e5d6455737102032e3f6b28de3468305f9f42d92e0f1,21,,[],[],[],0.99,ibc2018:figure:e5be1304a12333a552319606,0.65,[],[],"[{""appendix"":null,""bbox"":[62.75,387.553,229.988,397.793],""chapter"":""21"",""line_id"":""poppler-line:d661b11b140f6e0cdb2a"",""observed_text_sha256"":""6ae537f247c7363b00b06562c21b65d8c42e8b9d0d0edc1f5fa67236a3c91a42"",""pdf_page"":504,""printed_page"":""477""}]",portrait,"[504,504]","[""477"",""477""]",2113.16,"[""poppler-line:3ef3c5ff05d14d493c9a""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[131.85,538.255,192.909,553.711],""chapter"":""21"",""line_id"":""poppler-line:5602e085ecb0beb4f452"",""observed_text_sha256"":""05cb32da3e904dc132e5b0acd88dd3ac9f00ede4ace1ca856d7f304782115903"",""pdf_page"":505,""printed_page"":""478""}]",,ILLUSTRATION OF EXCEPTION THREE CHIMNEY CLEARANCE PROVISION,5e51f1301f86122da7bb9a61b6a247fd31c378ae081f06b786199fefcf5cb044,21,,[],[],[],0.99,ibc2018:figure:95f1b8bfa3d86c1291db0491,0.65,[],[],[],portrait,"[505,505]","[""478"",""478""]",2113.19,"[""poppler-line:5602e085ecb0beb4f452""]",figure,[],[],provisional,2113.19,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[275.5,713.972,355.145,733.168],""chapter"":""23"",""line_id"":""poppler-line:333015c85801ae555157"",""observed_text_sha256"":""62c9637f9183b243e456e3d86ae67250977958d102d817b20775d0d92271c963"",""pdf_page"":544,""printed_page"":""517""}]",,OPENINGS IN FLOOR AND ROOF DIAPHRAGMS 517 ®,6afaa09b25e7fd1df87b979f6c53e9743c0860932d77b826b2cf1f90ac26a4f7,23,,[],[],[],0.99,ibc2018:figure:84dea2118fc508967d515f9e,0.65,[],[],[],portrait,"[544,544]","[""517"",""517""]",2308.4.4.1(1),"[""poppler-line:333015c85801ae555157""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[256.4,330.472,336.068,349.668],""chapter"":""23"",""line_id"":""poppler-line:ea2e0c2413b6f65d859f"",""observed_text_sha256"":""4787d33edeaa712232c098c14fd9c10539360a7d20559d14ff94b147eac63a9e"",""pdf_page"":545,""printed_page"":""518""}]",,OPENING LIMITATIONS FOR FLOOR AND ROOF DIAPHRAGMS,75c34f49b3235f049a883a2e7198c3385b698ab73a42547125b4be5e04e18e05,23,,[],[],[],0.99,ibc2018:figure:d49a05f9b6b7096bf3809ddb,0.65,[],[],[],portrait,"[545,545]","[""518"",""518""]",2308.4.4.1(2),"[""poppler-line:ea2e0c2413b6f65d859f""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[262.05,518.872,331.952,538.068],""chapter"":""23"",""line_id"":""poppler-line:0c8ca1ad09669a2e09aa"",""observed_text_sha256"":""4a761b15f972eb827888f60bd4daf439f023a22a8e2adbfecdef7d3fad765011"",""pdf_page"":545,""printed_page"":""518""}]",,PORTIONS OF FLOOR LEVEL OFFSET VERTICALLY BEARING WALLS NONBEARING WALLS,4a476de056ffd8070107f35f9f704e2a1944175cc2c5216f365970731e9e1571,23,,[],[],[],0.99,ibc2018:figure:d6fbd4f9b1f8aa5a4b4135c9,0.65,[],[],[],portrait,"[545,545]","[""518"",""518""]",2308.4.4.2,"[""poppler-line:0c8ca1ad09669a2e09aa""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[123.45,716.272,203.095,735.468],""chapter"":""23"",""line_id"":""poppler-line:b2da59dcb349b42335ba"",""observed_text_sha256"":""64aec2ead0c4a9287f3f055fe773ff402207978b264101d793f22ed082dcc464"",""pdf_page"":547,""printed_page"":""520""}]",,SINGLE-MEMBER HEADER IN EXTERIOR BEARING WALL 520,8590ed478ef0626f6d75e1745b0110d4b3639ddf0fc7182a33da8594bf33859e,23,,[],[],[],0.99,ibc2018:figure:cc3c03c87d7596b8f2b97064,0.65,[],[],[],portrait,"[547,547]","[""520"",""520""]",2308.5.5.1(1),"[""poppler-line:b2da59dcb349b42335ba""]",figure,[],[],provisional,2308.5.8,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[389.0,717.572,468.668,736.768],""chapter"":""23"",""line_id"":""poppler-line:38a8fba1a61bdc2e690c"",""observed_text_sha256"":""22e1030f299d18b62f57dfee9be5a89f6a4183cef6078fa0009a99e922a5efe6"",""pdf_page"":547,""printed_page"":""520""}]",,ALTERNATIVE SINGLE-MEMBER HEADER WITHOUT CRIPPLE 2018 INTERNATIONAL BUILDING CODE®,e502f8dadff011a289a1b2c6e2bc4a69b7ed62bdc9c8519af21f0641892f15dc,23,,[],[],[],0.99,ibc2018:figure:bd1b6ebc8366f5eb219b69f2,0.65,[],[],[],portrait,"[547,547]","[""520"",""520""]",2308.5.5.1(2),"[""poppler-line:38a8fba1a61bdc2e690c""]",figure,[],[],provisional,2308.6.1,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[265.059,703.413,327.321,722.61],""chapter"":""23"",""line_id"":""poppler-line:9451a4d6414030c4efb9"",""observed_text_sha256"":""58328405e8f5f75df2bb89bbe2313e06af1230778771bc424544fab114696040"",""pdf_page"":549,""printed_page"":""522""}]",,BASIC COMPONENTS OF THE LATERAL BRACING SYSTEM 522,1bceb8d3537a300a7e7aa58e80e9c88f05f8ec83d3861f9be0937a4f2bbf18a2,23,,[],[],[],0.99,ibc2018:figure:90385d397dea18e80894dae6,0.65,[],[],"[{""appendix"":null,""bbox"":[43.3,695.353,129.865,705.065],""chapter"":""23"",""line_id"":""poppler-line:59946fcd8abf10151693"",""observed_text_sha256"":""9b168afce607f9e770d287752fc9188ff54109d97f7cf1dc4bcd2d8ae7657844"",""pdf_page"":549,""printed_page"":""522""}]",portrait,"[549,549]","[""522"",""522""]",2308.6.1,"[""poppler-line:9451a4d6414030c4efb9""]",figure,[],[],provisional,2308.6.5,structural configuration,unreviewed
