applicability_conditions,exception_number,external_references,extraction_confidence,id,internal_references,marker_anchor,nested_exception_anchors,nested_exception_numbers,nested_structure,parent_locator,record_type,related_figures,related_tables,review_state,source_anchor
uninterpreted,,[],0.9,ibc2018:exception:05f77f01fb6dee4a3baf7481,[],"{""appendix"":null,""bbox"":[71.949,473.63,305.955,491.301],""chapter"":""9"",""line_id"":""poppler-line:672848c320497cd36ab7"",""observed_text_sha256"":""8d6001632e0cf5466df348b0c6c8a63f5d79c2a3edfa4ac4348f808fcf8208a2"",""pdf_page"":256,""printed_page"":""229""}",[],[],single,905.8,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.949,473.63,305.955,491.301],""chapter"":""9"",""line_id"":""poppler-line:672848c320497cd36ab7"",""observed_text_sha256"":""8d6001632e0cf5466df348b0c6c8a63f5d79c2a3edfa4ac4348f808fcf8208a2"",""pdf_page"":256,""printed_page"":""229""}"
uninterpreted,,[],0.9,ibc2018:exception:5daf2a863286bb892070146f,[],"{""appendix"":null,""bbox"":[337.989,557.625,387.344,575.296],""chapter"":""9"",""line_id"":""poppler-line:5ac535a55e22db29950f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":256,""printed_page"":""229""}","[{""appendix"":null,""bbox"":[349.886,575.572,571.682,587.916],""chapter"":""9"",""line_id"":""poppler-line:25465a960a0ee8cb9621"",""observed_text_sha256"":""8a9960f4443bddaa4e7a8ed630a9a05036b67d07d0d6dca1618e455f61ac4344"",""pdf_page"":256,""printed_page"":""229""},{""appendix"":null,""bbox"":[349.886,611.539,571.875,623.882],""chapter"":""9"",""line_id"":""poppler-line:4a49265e1df4ec9f763b"",""observed_text_sha256"":""71144a05fd5ca0b2983cbee48aa62d62fa8c40ccb17f0a62c385a5dc63d268ce"",""pdf_page"":256,""printed_page"":""229""}]","[""1"",""2""]",numbered,906.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[337.989,557.625,387.344,575.296],""chapter"":""9"",""line_id"":""poppler-line:5ac535a55e22db29950f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":256,""printed_page"":""229""}"
uninterpreted,,[],0.9,ibc2018:exception:47cede5a396c0004a67a9f38,[],"{""appendix"":null,""bbox"":[71.95,567.696,121.194,585.367],""chapter"":""9"",""line_id"":""poppler-line:029c82698ca61ad8ea8b"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":256,""printed_page"":""229""}","[{""appendix"":null,""bbox"":[83.847,585.478,305.542,597.822],""chapter"":""9"",""line_id"":""poppler-line:e7f63404496545864a00"",""observed_text_sha256"":""5f54153ab1e95aa2125fb6280eb065853ca57f1799ab5408957dee4ddae7ef6d"",""pdf_page"":256,""printed_page"":""229""},{""appendix"":null,""bbox"":[83.847,621.5,305.989,633.843],""chapter"":""9"",""line_id"":""poppler-line:227ea12a428454fd3cb4"",""observed_text_sha256"":""9f5c681a2b540097447bef3cd4b021eb144b415cc1ef5c85105c96c1b62c443b"",""pdf_page"":256,""printed_page"":""229""}]","[""1"",""2""]",numbered,905.9,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.95,567.696,121.194,585.367],""chapter"":""9"",""line_id"":""poppler-line:029c82698ca61ad8ea8b"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":256,""printed_page"":""229""}"
uninterpreted,,[],0.9,ibc2018:exception:a2d46446a45074f38a34dac0,[],"{""appendix"":null,""bbox"":[71.96,329.378,121.204,347.048],""chapter"":""9"",""line_id"":""poppler-line:a8bd6bf9a3649fc11c2f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":258,""printed_page"":""231""}","[{""appendix"":null,""bbox"":[83.856,347.436,305.551,359.779],""chapter"":""9"",""line_id"":""poppler-line:9dae30bf2830b0399e9f"",""observed_text_sha256"":""b421d338a97dd0cf1236feb73c9b229604ec48339fc285ac26ee0024d61c0669"",""pdf_page"":258,""printed_page"":""231""},{""appendix"":null,""bbox"":[83.85,383.58,305.539,395.923],""chapter"":""9"",""line_id"":""poppler-line:8ec0f9c83ffd4819ecea"",""observed_text_sha256"":""52df9e7f65426afd380b2cc30b69815063f6c9c2986b6faf42c8f7e593c6f58c"",""pdf_page"":258,""printed_page"":""231""}]","[""1"",""2""]",numbered,906.8,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.96,329.378,121.204,347.048],""chapter"":""9"",""line_id"":""poppler-line:a8bd6bf9a3649fc11c2f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":258,""printed_page"":""231""}"
uninterpreted,,[],0.9,ibc2018:exception:fc6c735d9c1d6a4be2610ad0,[],"{""appendix"":null,""bbox"":[337.995,384.767,387.35,402.438],""chapter"":""9"",""line_id"":""poppler-line:ce3e5d4573bc250cb5ac"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":258,""printed_page"":""231""}","[{""appendix"":null,""bbox"":[349.892,402.825,571.899,415.169],""chapter"":""9"",""line_id"":""poppler-line:0c76ed1778dfe35cc8e0"",""observed_text_sha256"":""3f38709dd04ef41597d51d105c7416d5d87357d1d3941ca95b87e6201788bdb9"",""pdf_page"":258,""printed_page"":""231""},{""appendix"":null,""bbox"":[349.891,439.068,571.84,451.412],""chapter"":""9"",""line_id"":""poppler-line:110dd2be757c6a5d4fab"",""observed_text_sha256"":""f42702a0539ec4358e86342e32ff076a9d1a9aff5047cf9eca67bc9ba3476c09"",""pdf_page"":258,""printed_page"":""231""}]","[""1"",""2""]",numbered,907.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[337.995,384.767,387.35,402.438],""chapter"":""9"",""line_id"":""poppler-line:ce3e5d4573bc250cb5ac"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":258,""printed_page"":""231""}"
uninterpreted,,[],0.9,ibc2018:exception:b78657bcee8a4b1c6995b581,[],"{""appendix"":null,""bbox"":[349.889,650.476,572.074,668.146],""chapter"":""9"",""line_id"":""poppler-line:7fdea93f7c4362e81a35"",""observed_text_sha256"":""0523cfd177ab7424f38b77b0f2e51866c4fe0dfaf45dcc8deca6152a778ca904"",""pdf_page"":258,""printed_page"":""231""}",[],[],single,907.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[349.889,650.476,572.074,668.146],""chapter"":""9"",""line_id"":""poppler-line:7fdea93f7c4362e81a35"",""observed_text_sha256"":""0523cfd177ab7424f38b77b0f2e51866c4fe0dfaf45dcc8deca6152a778ca904"",""pdf_page"":258,""printed_page"":""231""}"
uninterpreted,,[],0.9,ibc2018:exception:54cb3a2b3bafa5fdc84571eb,[],"{""appendix"":null,""bbox"":[76.068,139.27,286.017,158.811],""chapter"":""9"",""line_id"":""poppler-line:2ddc4e765500a6017941"",""observed_text_sha256"":""2a0d998cbfd28c3f3fa3f61aa263c7b4a4b7fe3dd5d2ac90fe5cc655bf2fb5ff"",""pdf_page"":259,""printed_page"":""232""}",[],[],single,907.2.1.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.068,139.27,286.017,158.811],""chapter"":""9"",""line_id"":""poppler-line:2ddc4e765500a6017941"",""observed_text_sha256"":""2a0d998cbfd28c3f3fa3f61aa263c7b4a4b7fe3dd5d2ac90fe5cc655bf2fb5ff"",""pdf_page"":259,""printed_page"":""232""}"
uninterpreted,,[],0.9,ibc2018:exception:63ad1504fbd251c3ec036af9,[],"{""appendix"":null,""bbox"":[63.95,366.301,286.079,385.842],""chapter"":""9"",""line_id"":""poppler-line:73e5097138a2ba191e46"",""observed_text_sha256"":""0523cfd177ab7424f38b77b0f2e51866c4fe0dfaf45dcc8deca6152a778ca904"",""pdf_page"":259,""printed_page"":""232""}",[],[],single,907.2.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.95,366.301,286.079,385.842],""chapter"":""9"",""line_id"":""poppler-line:73e5097138a2ba191e46"",""observed_text_sha256"":""0523cfd177ab7424f38b77b0f2e51866c4fe0dfaf45dcc8deca6152a778ca904"",""pdf_page"":259,""printed_page"":""232""}"
uninterpreted,,[],0.9,ibc2018:exception:2ba47296d3c9ec35e70b3dcb,[],"{""appendix"":null,""bbox"":[76.011,504.246,285.994,523.787],""chapter"":""9"",""line_id"":""poppler-line:312e21a370867b6a4e5f"",""observed_text_sha256"":""d9299d66192e0345c400b845a30573c63eea53a0b40ff0b29792d159c95a438d"",""pdf_page"":259,""printed_page"":""232""}",[],[],single,907.2.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.011,504.246,285.994,523.787],""chapter"":""9"",""line_id"":""poppler-line:312e21a370867b6a4e5f"",""observed_text_sha256"":""d9299d66192e0345c400b845a30573c63eea53a0b40ff0b29792d159c95a438d"",""pdf_page"":259,""printed_page"":""232""}"
uninterpreted,,[],0.9,ibc2018:exception:c505b95561b7fb80838ce8a8,[],"{""appendix"":null,""bbox"":[329.991,513.321,551.954,532.862],""chapter"":""9"",""line_id"":""poppler-line:8bdbf8d22757f161fff9"",""observed_text_sha256"":""0523cfd177ab7424f38b77b0f2e51866c4fe0dfaf45dcc8deca6152a778ca904"",""pdf_page"":259,""printed_page"":""232""}",[],[],single,907.2.4,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.991,513.321,551.954,532.862],""chapter"":""9"",""line_id"":""poppler-line:8bdbf8d22757f161fff9"",""observed_text_sha256"":""0523cfd177ab7424f38b77b0f2e51866c4fe0dfaf45dcc8deca6152a778ca904"",""pdf_page"":259,""printed_page"":""232""}"
uninterpreted,,[],0.9,ibc2018:exception:7534899dd6cd36b7fd52b664,[],"{""appendix"":null,""bbox"":[63.949,653.258,113.248,672.799],""chapter"":""9"",""line_id"":""poppler-line:a34ae99a7888e63d7b32"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":259,""printed_page"":""232""}","[{""appendix"":null,""bbox"":[76.011,672.461,285.821,684.805],""chapter"":""9"",""line_id"":""poppler-line:eb14db6db6bbe52fa103"",""observed_text_sha256"":""634f12a607cd78d97bb4429da36254d2fba3ebb234228df47c29047d492c83b8"",""pdf_page"":259,""printed_page"":""232""},{""appendix"":null,""bbox"":[76.011,708.427,285.642,720.771],""chapter"":""9"",""line_id"":""poppler-line:f58ef4cbb46c6b76d62a"",""observed_text_sha256"":""9537f119aa9b81cd1cbed7be0c493f7732483d8e2fdcd1948d38488271e3b627"",""pdf_page"":259,""printed_page"":""232""}]","[""1"",""2""]",numbered,907.2.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.949,653.258,113.248,672.799],""chapter"":""9"",""line_id"":""poppler-line:a34ae99a7888e63d7b32"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":259,""printed_page"":""232""}"
uninterpreted,,[],0.9,ibc2018:exception:8134fe92181bf166a689f90a,[],"{""appendix"":null,""bbox"":[83.847,96.72,133.202,114.443],""chapter"":""9"",""line_id"":""poppler-line:4a9a469f941273d3a55c"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}","[{""appendix"":null,""bbox"":[95.965,114.539,306.533,126.883],""chapter"":""9"",""line_id"":""poppler-line:6bee53dc712241adaa17"",""observed_text_sha256"":""a2b9ca38c6669ba851884a8b2fefb899b27326962dbd52e1a0f8f9a3f7924320"",""pdf_page"":260,""printed_page"":""233""}]","[""1""]",numbered,907.5,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.847,96.72,133.202,114.443],""chapter"":""9"",""line_id"":""poppler-line:4a9a469f941273d3a55c"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}"
uninterpreted,,[],0.9,ibc2018:exception:eaa74b9d744f6a95d9a696f8,[],"{""appendix"":null,""bbox"":[95.967,350.587,145.155,368.31],""chapter"":""9"",""line_id"":""poppler-line:98f3187c2f603d7ce961"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}","[{""appendix"":null,""bbox"":[107.974,368.517,305.686,380.861],""chapter"":""9"",""line_id"":""poppler-line:83e594ef0bb69ad9b07f"",""observed_text_sha256"":""c8063e71ae019e75746270f1636ad9637efb9e2aa9b61f3ce7570039fce0c1b9"",""pdf_page"":260,""printed_page"":""233""},{""appendix"":null,""bbox"":[107.973,426.506,306.187,438.85],""chapter"":""9"",""line_id"":""poppler-line:7c13807d043c79c37dc8"",""observed_text_sha256"":""3911eb95c7ac1d7dac674dc5b58978ac5a5a062d8d90a83616eafefdb8e5e6b8"",""pdf_page"":260,""printed_page"":""233""}]","[""1"",""2""]",numbered,907.2.6.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[95.967,350.587,145.155,368.31],""chapter"":""9"",""line_id"":""poppler-line:98f3187c2f603d7ce961"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}"
uninterpreted,,[],0.9,ibc2018:exception:07c51d3e1c2741fdb0af7172,[],"{""appendix"":null,""bbox"":[374.016,441.665,423.315,459.388],""chapter"":""9"",""line_id"":""poppler-line:70e8b63efe51a7b1be13"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}","[{""appendix"":null,""bbox"":[385.912,459.539,571.573,471.883],""chapter"":""9"",""line_id"":""poppler-line:87950d0cb1b4fe8f1a4b"",""observed_text_sha256"":""e11efda7759b413acf4276152e21c5d55d8f5aab44925d5cb8cb5573e6a5f999"",""pdf_page"":260,""printed_page"":""233""},{""appendix"":null,""bbox"":[385.913,539.551,571.508,551.895],""chapter"":""9"",""line_id"":""poppler-line:af602626f1c5acf33d60"",""observed_text_sha256"":""4b367d128237ce6789764db2fbbc232aaa27f31423d723d721306f544567e7ac"",""pdf_page"":260,""printed_page"":""233""},{""appendix"":null,""bbox"":[385.914,564.506,571.582,576.85],""chapter"":""9"",""line_id"":""poppler-line:9ec0d8b3f126ba89dbd0"",""observed_text_sha256"":""b59a6096b972e15a669db2a99ea077035f294986e94993b3b549c78b05d45ab8"",""pdf_page"":260,""printed_page"":""233""}]","[""1"",""2"",""3""]",numbered,907.2.6.3.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[374.016,441.665,423.315,459.388],""chapter"":""9"",""line_id"":""poppler-line:70e8b63efe51a7b1be13"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}"
uninterpreted,,[],0.9,ibc2018:exception:d2d7b1526b44d9d2e1843d77,[],"{""appendix"":null,""bbox"":[95.966,574.575,145.155,592.298],""chapter"":""9"",""line_id"":""poppler-line:b88f46fc42f7c9b19231"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}","[{""appendix"":null,""bbox"":[107.973,592.56,305.886,604.904],""chapter"":""9"",""line_id"":""poppler-line:a1c1f3620fbe4ff1bee6"",""observed_text_sha256"":""4a64f456bd96a840b233edeabf15c7c2a957a2d8266afb1b912c42b57ff7f207"",""pdf_page"":260,""printed_page"":""233""},{""appendix"":null,""bbox"":[107.975,683.472,305.888,695.816],""chapter"":""9"",""line_id"":""poppler-line:afbeeb5216bd0994a548"",""observed_text_sha256"":""8ddb42a5b926e7888fbcf6267b977dceeb92d07bbd77b7dc931b490605ff001e"",""pdf_page"":260,""printed_page"":""233""}]","[""1"",""2""]",numbered,907.2.6.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[95.966,574.575,145.155,592.298],""chapter"":""9"",""line_id"":""poppler-line:b88f46fc42f7c9b19231"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":260,""printed_page"":""233""}"
uninterpreted,,[],0.9,ibc2018:exception:6e9bd7154a507b37dfee2fee,[],"{""appendix"":null,""bbox"":[341.998,97.218,551.655,114.941],""chapter"":""9"",""line_id"":""poppler-line:27bca97b8f585d06e29b"",""observed_text_sha256"":""c40e5766cd39ee26b1da775e4a62a1186ff8ebe0d0107ecf315ba84f4ccd5a82"",""pdf_page"":261,""printed_page"":""234""}",[],[],single,907.2.7,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[341.998,97.218,551.655,114.941],""chapter"":""9"",""line_id"":""poppler-line:27bca97b8f585d06e29b"",""observed_text_sha256"":""c40e5766cd39ee26b1da775e4a62a1186ff8ebe0d0107ecf315ba84f4ccd5a82"",""pdf_page"":261,""printed_page"":""234""}"
uninterpreted,,[],0.9,ibc2018:exception:bc35360e6a85960b54885692,[],"{""appendix"":null,""bbox"":[63.95,108.672,113.25,126.395],""chapter"":""9"",""line_id"":""poppler-line:695d1a1b3a0e160d4829"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":261,""printed_page"":""234""}","[{""appendix"":null,""bbox"":[76.068,127.764,285.878,140.108],""chapter"":""9"",""line_id"":""poppler-line:c5500d4f9c47acd78ac9"",""observed_text_sha256"":""634f12a607cd78d97bb4429da36254d2fba3ebb234228df47c29047d492c83b8"",""pdf_page"":261,""printed_page"":""234""},{""appendix"":null,""bbox"":[76.068,164.837,285.825,177.181],""chapter"":""9"",""line_id"":""poppler-line:d4097c38382ecc16471a"",""observed_text_sha256"":""53c81379088b19e9775ff7409450b8f6bee338e60a4acccce6461a89b084a09d"",""pdf_page"":261,""printed_page"":""234""}]","[""1"",""2""]",numbered,907.2.6.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.95,108.672,113.25,126.395],""chapter"":""9"",""line_id"":""poppler-line:695d1a1b3a0e160d4829"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":261,""printed_page"":""234""}"
uninterpreted,,[],0.9,ibc2018:exception:624a895f37c33a1611f86fa9,[],"{""appendix"":null,""bbox"":[341.94,410.181,391.295,427.904],""chapter"":""9"",""line_id"":""poppler-line:bec04a49a7215c437622"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":261,""printed_page"":""234""}","[{""appendix"":null,""bbox"":[354.058,428.886,551.691,441.23],""chapter"":""9"",""line_id"":""poppler-line:152ae7ed8c7bbb31003c"",""observed_text_sha256"":""e45bc01ea2259229dc954f93508042a4a661c08042b92438c866c04ef3f3d8a9"",""pdf_page"":261,""printed_page"":""234""},{""appendix"":null,""bbox"":[354.056,520.683,551.895,533.027],""chapter"":""9"",""line_id"":""poppler-line:5dd2f5c302f7144118cd"",""observed_text_sha256"":""9904feec0742c1f6be8498657dbc2fcc70613c3d01f2d60b70147ec7f170f471"",""pdf_page"":261,""printed_page"":""234""}]","[""1"",""2""]",numbered,907.2.9.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[341.94,410.181,391.295,427.904],""chapter"":""9"",""line_id"":""poppler-line:bec04a49a7215c437622"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":261,""printed_page"":""234""}"
uninterpreted,,[],0.9,ibc2018:exception:f6228c3371f483ae249109b5,[],"{""appendix"":null,""bbox"":[76.067,430.101,125.367,447.823],""chapter"":""9"",""line_id"":""poppler-line:95e181770c01044c6d03"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":261,""printed_page"":""234""}","[{""appendix"":null,""bbox"":[88.074,449.138,285.821,461.481],""chapter"":""9"",""line_id"":""poppler-line:0c742f6af3690eaf33b3"",""observed_text_sha256"":""634f12a607cd78d97bb4429da36254d2fba3ebb234228df47c29047d492c83b8"",""pdf_page"":261,""printed_page"":""234""},{""appendix"":null,""bbox"":[88.02,552.167,286.024,564.511],""chapter"":""9"",""line_id"":""poppler-line:44890a90f17dcedd7e17"",""observed_text_sha256"":""9904feec0742c1f6be8498657dbc2fcc70613c3d01f2d60b70147ec7f170f471"",""pdf_page"":261,""printed_page"":""234""}]","[""1"",""2""]",numbered,907.2.8.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.067,430.101,125.367,447.823],""chapter"":""9"",""line_id"":""poppler-line:95e181770c01044c6d03"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":261,""printed_page"":""234""}"
uninterpreted,,[],0.9,ibc2018:exception:287dd315041402356f743fc9,[],"{""appendix"":null,""bbox"":[119.985,267.654,305.877,283.091],""chapter"":""9"",""line_id"":""poppler-line:d936c5b8947c262c12ed"",""observed_text_sha256"":""67fcb8266af06e73a39dede4d6fcbfa01aa7af4562b0485773912d51a6cf23d2"",""pdf_page"":262,""printed_page"":""235""}",[],[],single,907.2.9.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[119.985,267.654,305.877,283.091],""chapter"":""9"",""line_id"":""poppler-line:d936c5b8947c262c12ed"",""observed_text_sha256"":""67fcb8266af06e73a39dede4d6fcbfa01aa7af4562b0485773912d51a6cf23d2"",""pdf_page"":262,""printed_page"":""235""}"
uninterpreted,,[],0.9,ibc2018:exception:99b35ff36bd1b8a4ff5019bf,[],"{""appendix"":null,""bbox"":[362.009,685.751,571.714,701.187],""chapter"":""9"",""line_id"":""poppler-line:1ec413068f02a374bee4"",""observed_text_sha256"":""e6c3ead16846a3103468c37eca9792157699ed5072ec140f54d35557a557ae62"",""pdf_page"":262,""printed_page"":""235""}",[],[],single,907.2.10.6,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[362.009,685.751,571.714,701.187],""chapter"":""9"",""line_id"":""poppler-line:1ec413068f02a374bee4"",""observed_text_sha256"":""e6c3ead16846a3103468c37eca9792157699ed5072ec140f54d35557a557ae62"",""pdf_page"":262,""printed_page"":""235""}"
uninterpreted,,[],0.9,ibc2018:exception:35d41fdd801b75a95e5c18e2,[],"{""appendix"":null,""bbox"":[329.993,95.834,379.182,115.375],""chapter"":""9"",""line_id"":""poppler-line:af3d064665fea0ad2515"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":263,""printed_page"":""236""}","[{""appendix"":null,""bbox"":[342.0,115.591,551.919,127.934],""chapter"":""9"",""line_id"":""poppler-line:9a4d390681114b4b8416"",""observed_text_sha256"":""2d5c7b0384a8b76dcff7f037f5f595b47da831117c9dd0a89e6dc4ec0f466a0d"",""pdf_page"":263,""printed_page"":""236""},{""appendix"":null,""bbox"":[342.001,140.924,551.62,153.775],""chapter"":""9"",""line_id"":""poppler-line:d562fecab3237c0cd328"",""observed_text_sha256"":""0701c2beb40b1ce86f3a1c0ea9ebcdfe17083ddd0f6c13f946610ed4a9812c89"",""pdf_page"":263,""printed_page"":""236""},{""appendix"":null,""bbox"":[341.945,166.995,551.92,179.339],""chapter"":""9"",""line_id"":""poppler-line:cf5e7eaa142276a31b01"",""observed_text_sha256"":""028d8b490da406b3a2156fcc18e64f8badfddf4eb9bdf7ca3f653b9069183dce"",""pdf_page"":263,""printed_page"":""236""},{""appendix"":null,""bbox"":[341.946,192.67,552.048,205.013],""chapter"":""9"",""line_id"":""poppler-line:7ff253ac1b3980011b52"",""observed_text_sha256"":""704ea6ab74262209ba97bd1ff808db6a7fa6f4b4d273d997b1f2ef8d649bb609"",""pdf_page"":263,""printed_page"":""236""},{""appendix"":null,""bbox"":[341.945,218.233,551.847,230.577],""chapter"":""9"",""line_id"":""poppler-line:610b245667817663d73a"",""observed_text_sha256"":""a84b3e4be05b95225e5bae283e8e44610e53f053bcdebea6d8c4ef63ce88cc3d"",""pdf_page"":263,""printed_page"":""236""},{""appendix"":null,""bbox"":[341.945,243.797,552.011,256.141],""chapter"":""9"",""line_id"":""poppler-line:2c6766db5ef27c721f30"",""observed_text_sha256"":""9acb6bf86f67fa672a1a762e6faa36d4af3ac5e15025811d1a6a18a34fa7b825"",""pdf_page"":263,""printed_page"":""236""}]","[""1"",""2"",""3"",""4"",""5"",""6""]",numbered,907.2.12.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.993,95.834,379.182,115.375],""chapter"":""9"",""line_id"":""poppler-line:af3d064665fea0ad2515"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":263,""printed_page"":""236""}"
uninterpreted,,[],0.9,ibc2018:exception:f7ceac7f2bda78ca43ecd0f5,[],"{""appendix"":null,""bbox"":[349.918,516.686,572.049,534.356],""chapter"":""9"",""line_id"":""poppler-line:c80dcc42efdc9c632df9"",""observed_text_sha256"":""189a5184b9de9b12c5fcb4a7c50925cc3fe1622af36f9a83f2701f9806d52cc9"",""pdf_page"":264,""printed_page"":""237""}",[],[],single,907.2.21,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[349.918,516.686,572.049,534.356],""chapter"":""9"",""line_id"":""poppler-line:c80dcc42efdc9c632df9"",""observed_text_sha256"":""189a5184b9de9b12c5fcb4a7c50925cc3fe1622af36f9a83f2701f9806d52cc9"",""pdf_page"":264,""printed_page"":""237""}"
uninterpreted,,[],0.9,ibc2018:exception:4c648f009eb79ed43fbea35d,[],"{""appendix"":null,""bbox"":[329.994,368.166,551.701,385.837],""chapter"":""9"",""line_id"":""poppler-line:d7ede1b2f0b36c071c4d"",""observed_text_sha256"":""7e91b6148f2149927cc8a23f6595880f4392bdcc5dfe1ee50ae6aa00406ed4be"",""pdf_page"":265,""printed_page"":""238""}",[],[],single,907.4.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.994,368.166,551.701,385.837],""chapter"":""9"",""line_id"":""poppler-line:d7ede1b2f0b36c071c4d"",""observed_text_sha256"":""7e91b6148f2149927cc8a23f6595880f4392bdcc5dfe1ee50ae6aa00406ed4be"",""pdf_page"":265,""printed_page"":""238""}"
