applicability_conditions,exception_number,external_references,extraction_confidence,id,internal_references,marker_anchor,nested_exception_anchors,nested_exception_numbers,nested_structure,parent_locator,record_type,related_figures,related_tables,review_state,source_anchor
uninterpreted,,[],0.9,ibc2018:exception:3d949f07585e4cd5000da0ef,[],"{""appendix"":null,""bbox"":[63.952,628.453,113.252,646.123],""chapter"":""9"",""line_id"":""poppler-line:7e727e355e0729845d95"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":265,""printed_page"":""238""}","[{""appendix"":null,""bbox"":[76.07,646.621,286.561,658.965],""chapter"":""9"",""line_id"":""poppler-line:1dd44a2c01d0a191221a"",""observed_text_sha256"":""9d517b63380406488eb7c52712baf96a843bd03f775676964e34dd8cad0c2666"",""pdf_page"":265,""printed_page"":""238""},{""appendix"":null,""bbox"":[76.016,694.041,285.94,706.385],""chapter"":""9"",""line_id"":""poppler-line:857a1f12bd69b27f39c5"",""observed_text_sha256"":""742dfbb86306df4d5a0e9f619561f957612defd6cc1d95c8438cfc9b052b34ae"",""pdf_page"":265,""printed_page"":""238""}]","[""1"",""2""]",numbered,907.3.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.952,628.453,113.252,646.123],""chapter"":""9"",""line_id"":""poppler-line:7e727e355e0729845d95"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":265,""printed_page"":""238""}"
uninterpreted,,[],0.9,ibc2018:exception:295d04621a130bd3b74724bd,[],"{""appendix"":null,""bbox"":[341.944,675.54,551.602,693.211],""chapter"":""9"",""line_id"":""poppler-line:e03da2eb33fdbf545e6d"",""observed_text_sha256"":""2410aa97204db580bff8b3d0c2557a9720c464962d8c16eb38e01fef78e35691"",""pdf_page"":265,""printed_page"":""238""}",[],[],single,907.4.2.4,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[341.944,675.54,551.602,693.211],""chapter"":""9"",""line_id"":""poppler-line:e03da2eb33fdbf545e6d"",""observed_text_sha256"":""2410aa97204db580bff8b3d0c2557a9720c464962d8c16eb38e01fef78e35691"",""pdf_page"":265,""printed_page"":""238""}"
uninterpreted,,[],0.9,ibc2018:exception:6fcbbe83c850ece35ec26f5e,[],"{""appendix"":null,""bbox"":[72.001,510.113,305.528,527.835],""chapter"":""9"",""line_id"":""poppler-line:8a3164c38d009ea1bbc1"",""observed_text_sha256"":""a3a61d7f336ae3468b0b1291339cd8da10e52572288e95801d323693d14b219d"",""pdf_page"":266,""printed_page"":""239""}",[],[],single,907.5,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[72.001,510.113,305.528,527.835],""chapter"":""9"",""line_id"":""poppler-line:8a3164c38d009ea1bbc1"",""observed_text_sha256"":""a3a61d7f336ae3468b0b1291339cd8da10e52572288e95801d323693d14b219d"",""pdf_page"":266,""printed_page"":""239""}"
uninterpreted,,[],0.9,ibc2018:exception:7b0b0b4a56e29a95391083cc,[],"{""appendix"":null,""bbox"":[361.999,645.18,571.88,662.902],""chapter"":""9"",""line_id"":""poppler-line:e07260ebf34c67e57d7f"",""observed_text_sha256"":""f2a4ee35ddbc58d90471af8989acef40d7976bb0dd6a4e0b9f871ed524fa810d"",""pdf_page"":266,""printed_page"":""239""}",[],[],single,907.5.2.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[361.999,645.18,571.88,662.902],""chapter"":""9"",""line_id"":""poppler-line:e07260ebf34c67e57d7f"",""observed_text_sha256"":""f2a4ee35ddbc58d90471af8989acef40d7976bb0dd6a4e0b9f871ed524fa810d"",""pdf_page"":266,""printed_page"":""239""}"
uninterpreted,,[],0.9,ibc2018:exception:062a0874688f4f2a1c8a2655,[],"{""appendix"":null,""bbox"":[95.958,700.015,145.147,717.738],""chapter"":""9"",""line_id"":""poppler-line:30f48eba14226db64f01"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":266,""printed_page"":""239""}","[{""appendix"":null,""bbox"":[107.965,718.498,306.112,730.842],""chapter"":""9"",""line_id"":""poppler-line:fd6db3d4b287dccfa557"",""observed_text_sha256"":""4a876cfba5f76a4494ba16cd0936720bf4c27457b536708bda04df927c317ee0"",""pdf_page"":266,""printed_page"":""239""}]","[""1""]",numbered,907.5.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[95.958,700.015,145.147,717.738],""chapter"":""9"",""line_id"":""poppler-line:30f48eba14226db64f01"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":266,""printed_page"":""239""}"
uninterpreted,,[],0.9,ibc2018:exception:dc138cc04a8b39b2d68edeab,[],"{""appendix"":null,""bbox"":[76.051,383.566,125.406,401.289],""chapter"":""9"",""line_id"":""poppler-line:dec934161c9e23cd968d"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":267,""printed_page"":""240""}","[{""appendix"":null,""bbox"":[88.058,401.496,286.039,413.84],""chapter"":""9"",""line_id"":""poppler-line:1b3917543f93e5c259b6"",""observed_text_sha256"":""0cb775794834e613959ea655d0b7aecc67c3512ced4b06ded22ad47bd0e2875a"",""pdf_page"":267,""printed_page"":""240""},{""appendix"":null,""bbox"":[88.059,448.529,286.04,460.872],""chapter"":""9"",""line_id"":""poppler-line:cf671bfdd8d9ef0cfce1"",""observed_text_sha256"":""91b9bf4d987ed41646bc0e5d540f9e0277d47841869f628af7ea644b4a8823ad"",""pdf_page"":267,""printed_page"":""240""},{""appendix"":null,""bbox"":[88.059,473.539,286.04,485.883],""chapter"":""9"",""line_id"":""poppler-line:9882cb6f8e8eb5f8aedc"",""observed_text_sha256"":""de4c35a39a6c8b6537f4f77776cf5574fe3d5f2a5e616a48bd31b741da4ba80b"",""pdf_page"":267,""printed_page"":""240""},{""appendix"":null,""bbox"":[88.06,498.494,286.041,510.838],""chapter"":""9"",""line_id"":""poppler-line:67f7a6a35c21922b1aa3"",""observed_text_sha256"":""054df723ec81e20d58959c74cd10935a617e9e26f4e63351bf1222ce1688df23"",""pdf_page"":267,""printed_page"":""240""}]","[""1"",""2"",""3"",""4""]",numbered,907.5.2.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.051,383.566,125.406,401.289],""chapter"":""9"",""line_id"":""poppler-line:dec934161c9e23cd968d"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":267,""printed_page"":""240""}"
uninterpreted,,[],0.9,ibc2018:exception:d329e64959cca3ed8d2baaab,[],"{""appendix"":null,""bbox"":[88.059,577.563,285.845,595.286],""chapter"":""9"",""line_id"":""poppler-line:99d40d3a8c9a5d76dfa4"",""observed_text_sha256"":""c113b0be08d15e0e676fe19ab85dfafc8603964aa92e79e1ca4f14e7c36db52d"",""pdf_page"":267,""printed_page"":""240""}",[],[],single,907.5.2.3.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[88.059,577.563,285.845,595.286],""chapter"":""9"",""line_id"":""poppler-line:99d40d3a8c9a5d76dfa4"",""observed_text_sha256"":""c113b0be08d15e0e676fe19ab85dfafc8603964aa92e79e1ca4f14e7c36db52d"",""pdf_page"":267,""printed_page"":""240""}"
uninterpreted,,[],0.9,ibc2018:exception:cebc5acfcc464f3ec45d174b,[],"{""appendix"":null,""bbox"":[330.056,640.591,551.688,658.314],""chapter"":""9"",""line_id"":""poppler-line:4f4409a20a3c0a98a856"",""observed_text_sha256"":""32019185d875ef5dda7e319b44605a5599fd679320400d5f63f676334d15ab7b"",""pdf_page"":267,""printed_page"":""240""}",[],[],single,907.6.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[330.056,640.591,551.688,658.314],""chapter"":""9"",""line_id"":""poppler-line:4f4409a20a3c0a98a856"",""observed_text_sha256"":""32019185d875ef5dda7e319b44605a5599fd679320400d5f63f676334d15ab7b"",""pdf_page"":267,""printed_page"":""240""}"
uninterpreted,,[],0.9,ibc2018:exception:1b64dd5e85d5b19ded88452f,[],"{""appendix"":null,""bbox"":[83.847,96.332,133.202,115.873],""chapter"":""9"",""line_id"":""poppler-line:c70b13100679b63e8019"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":268,""printed_page"":""241""}","[{""appendix"":null,""bbox"":[95.965,116.587,305.484,128.93],""chapter"":""9"",""line_id"":""poppler-line:ba19fc8a1aa4c8b643ec"",""observed_text_sha256"":""b3fccd1bcdc107a0261ebc2419268abd04dbae7b9fe9b3c53cdc6d2f2d46154c"",""pdf_page"":268,""printed_page"":""241""},{""appendix"":null,""bbox"":[96.042,142.525,305.876,154.869],""chapter"":""9"",""line_id"":""poppler-line:928389b15ada8230b429"",""observed_text_sha256"":""3da19f5a59a59eab62c5ea2d448b50cc3bf7d56956dbbdfcfd419803253f6b7a"",""pdf_page"":268,""printed_page"":""241""},{""appendix"":null,""bbox"":[96.042,179.487,305.5,191.831],""chapter"":""9"",""line_id"":""poppler-line:55765c11da1530fd6447"",""observed_text_sha256"":""e63c8736bdda3ca761821f8b76e1c665333fe28287ff1b6f8cd979c1ed95ec08"",""pdf_page"":268,""printed_page"":""241""},{""appendix"":null,""bbox"":[96.042,205.494,305.801,217.837],""chapter"":""9"",""line_id"":""poppler-line:4436fd7adb3b4f1159c3"",""observed_text_sha256"":""b0a47dc552359a0590f9d4a516c63d42367a117134c99e3c668d26cdbc0f17ff"",""pdf_page"":268,""printed_page"":""241""}]","[""1"",""2"",""3"",""4""]",numbered,907.5.2.3.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.847,96.332,133.202,115.873],""chapter"":""9"",""line_id"":""poppler-line:c70b13100679b63e8019"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":268,""printed_page"":""241""}"
uninterpreted,,[],0.9,ibc2018:exception:6ddbc46856d868f7a9261b97,[],"{""appendix"":null,""bbox"":[83.915,311.132,305.911,330.673],""chapter"":""9"",""line_id"":""poppler-line:c8408e7522b3fe8c4c7e"",""observed_text_sha256"":""e4d51d1cf7f86ae66d40a50f86f405e778260a9e6e0a4f28c7ebef29e4959ece"",""pdf_page"":268,""printed_page"":""241""}",[],[],single,907.6.4,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.915,311.132,305.911,330.673],""chapter"":""9"",""line_id"":""poppler-line:c8408e7522b3fe8c4c7e"",""observed_text_sha256"":""e4d51d1cf7f86ae66d40a50f86f405e778260a9e6e0a4f28c7ebef29e4959ece"",""pdf_page"":268,""printed_page"":""241""}"
uninterpreted,,[],0.9,ibc2018:exception:537be5c60558807a014a7e5a,[],"{""appendix"":null,""bbox"":[83.86,610.816,305.911,630.357],""chapter"":""9"",""line_id"":""poppler-line:1becece764ab71f79116"",""observed_text_sha256"":""daabdc81a3fd584a21747288220ce4a3776a95683fd42d27396a805b72de4d49"",""pdf_page"":268,""printed_page"":""241""}","[{""appendix"":null,""bbox"":[96.034,642.137,233.93,654.481],""chapter"":""9"",""line_id"":""poppler-line:cee5b1e2046d53e00efc"",""observed_text_sha256"":""e6bd8d7b7a45400bbff8e57cecadcc3d57281702a9b2ef9a2df0d0568a5b3d1b"",""pdf_page"":268,""printed_page"":""241""},{""appendix"":null,""bbox"":[96.033,668.032,280.215,680.376],""chapter"":""9"",""line_id"":""poppler-line:2752545477c52025bd5e"",""observed_text_sha256"":""6e4e34cf3e8b9493ae194501a2d58f3cc535903546f3466df6ec3089394e3d3d"",""pdf_page"":268,""printed_page"":""241""},{""appendix"":null,""bbox"":[96.033,683.028,305.49,695.372],""chapter"":""9"",""line_id"":""poppler-line:3dd072fa904f81c78201"",""observed_text_sha256"":""fb0fa3ada70ec8caa63a31d91377de577ae32b3aba3ecced613214489227d974"",""pdf_page"":268,""printed_page"":""241""}]","[""1"",""2"",""3""]",numbered,907.6.6,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.86,610.816,305.911,630.357],""chapter"":""9"",""line_id"":""poppler-line:1becece764ab71f79116"",""observed_text_sha256"":""daabdc81a3fd584a21747288220ce4a3776a95683fd42d27396a805b72de4d49"",""pdf_page"":268,""printed_page"":""241""}"
uninterpreted,,[],0.9,ibc2018:exception:b7e4a4056f0113c216d36715,[],"{""appendix"":null,""bbox"":[330.02,611.571,379.264,629.241],""chapter"":""9"",""line_id"":""poppler-line:9b4a80146384b1843d5c"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":269,""printed_page"":""242""}","[{""appendix"":null,""bbox"":[342.027,629.518,551.678,641.862],""chapter"":""9"",""line_id"":""poppler-line:a43ea49a3f82d41ed0cd"",""observed_text_sha256"":""ac2821ebc209c615f4c6ae84a86b7b1c96a6c3e301ef1d769578a495a3a7b35f"",""pdf_page"":269,""printed_page"":""242""},{""appendix"":null,""bbox"":[342.028,676.551,551.91,688.895],""chapter"":""9"",""line_id"":""poppler-line:46b5c5180c6bc2243f64"",""observed_text_sha256"":""47ba1ad94af6f88558615ec6fc21cf4827222f7abe244e32a8dd0a01c5389153"",""pdf_page"":269,""printed_page"":""242""},{""appendix"":null,""bbox"":[342.029,701.506,551.677,713.85],""chapter"":""9"",""line_id"":""poppler-line:5affd831cdda8d7294e8"",""observed_text_sha256"":""57ee754088c1409b37460db42702534a980bce7b12e3a51ca88275d99d8f30fe"",""pdf_page"":269,""printed_page"":""242""}]","[""1"",""2"",""3""]",numbered,909.5.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[330.02,611.571,379.264,629.241],""chapter"":""9"",""line_id"":""poppler-line:9b4a80146384b1843d5c"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":269,""printed_page"":""242""}"
uninterpreted,,[],0.9,ibc2018:exception:078d6c4c441a07d747148cbb,[],"{""appendix"":null,""bbox"":[63.976,473.478,285.769,493.019],""chapter"":""9"",""line_id"":""poppler-line:1c1aea219ab04987c11b"",""observed_text_sha256"":""d602c1aa51c51d619bf517a9252d6459880d9d5bef51ad1e44e7f541ae334b5c"",""pdf_page"":271,""printed_page"":""244""}",[],[],single,909.10.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.976,473.478,285.769,493.019],""chapter"":""9"",""line_id"":""poppler-line:1c1aea219ab04987c11b"",""observed_text_sha256"":""d602c1aa51c51d619bf517a9252d6459880d9d5bef51ad1e44e7f541ae334b5c"",""pdf_page"":271,""printed_page"":""244""}"
uninterpreted,,[],0.9,ibc2018:exception:f999e54451f8ac2439d4c629,[],"{""appendix"":null,""bbox"":[63.994,645.666,286.569,665.207],""chapter"":""9"",""line_id"":""poppler-line:84edf003e34842bd24c5"",""observed_text_sha256"":""5d8f9df0fd78c577efa3ad423920ffa674041b657b6de5e2725514ccfbb86b4f"",""pdf_page"":271,""printed_page"":""244""}",[],[],single,909.10.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.994,645.666,286.569,665.207],""chapter"":""9"",""line_id"":""poppler-line:84edf003e34842bd24c5"",""observed_text_sha256"":""5d8f9df0fd78c577efa3ad423920ffa674041b657b6de5e2725514ccfbb86b4f"",""pdf_page"":271,""printed_page"":""244""}"
uninterpreted,,[],0.9,ibc2018:exception:fa2652e349f32a89c44c0a87,[],"{""appendix"":null,""bbox"":[329.958,715.143,551.629,734.684],""chapter"":""9"",""line_id"":""poppler-line:cbe046034c5b6d7c7f62"",""observed_text_sha256"":""e43dc49e47f10ea50b7e60c0692bb42ff0dce88920146fd667dd7d9b81832d16"",""pdf_page"":271,""printed_page"":""244""}",[],[],single,909.12.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.958,715.143,551.629,734.684],""chapter"":""9"",""line_id"":""poppler-line:cbe046034c5b6d7c7f62"",""observed_text_sha256"":""e43dc49e47f10ea50b7e60c0692bb42ff0dce88920146fd667dd7d9b81832d16"",""pdf_page"":271,""printed_page"":""244""}"
uninterpreted,,[],0.9,ibc2018:exception:14804b9fee7385eb52149dbc,[],"{""appendix"":null,""bbox"":[83.898,662.98,305.782,680.651],""chapter"":""9"",""line_id"":""poppler-line:5c92683ade852395098a"",""observed_text_sha256"":""fe837d97d4d1f44daa11a012819acca2c5e33310f2894056b00369d0abdb1241"",""pdf_page"":272,""printed_page"":""245""}","[{""appendix"":null,""bbox"":[95.961,703.005,306.474,715.349],""chapter"":""9"",""line_id"":""poppler-line:a5168f926f1de3a41123"",""observed_text_sha256"":""55922818e92acfc55b5ebec46b7bc25ada865ce8bc06c427eb0c9de4b18272e3"",""pdf_page"":272,""printed_page"":""245""}]","[""1""]",numbered,909.13.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.898,662.98,305.782,680.651],""chapter"":""9"",""line_id"":""poppler-line:5c92683ade852395098a"",""observed_text_sha256"":""fe837d97d4d1f44daa11a012819acca2c5e33310f2894056b00369d0abdb1241"",""pdf_page"":272,""printed_page"":""245""}"
uninterpreted,,[],0.9,ibc2018:exception:9c1249128bf3d041b927bb26,[],"{""appendix"":null,""bbox"":[63.949,332.366,113.248,350.036],""chapter"":""9"",""line_id"":""poppler-line:4ba4bf9e0cc1450b7021"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":273,""printed_page"":""246""}","[{""appendix"":null,""bbox"":[76.067,350.424,285.727,362.767],""chapter"":""9"",""line_id"":""poppler-line:f494879d14e0ba9bc1b7"",""observed_text_sha256"":""8e27b959397c497da9a176c23678fe045c3e19f109fc9bf071d105a5ca257c8a"",""pdf_page"":273,""printed_page"":""246""},{""appendix"":null,""bbox"":[76.067,397.567,285.727,409.911],""chapter"":""9"",""line_id"":""poppler-line:c80b8f3466f701c6484f"",""observed_text_sha256"":""b06de39337fb9db004b83ee5e7d69d216da1a45ff85582660e55763e62bca2f1"",""pdf_page"":273,""printed_page"":""246""}]","[""1"",""2""]",numbered,909.16.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.949,332.366,113.248,350.036],""chapter"":""9"",""line_id"":""poppler-line:4ba4bf9e0cc1450b7021"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":273,""printed_page"":""246""}"
uninterpreted,,[],0.9,ibc2018:exception:b3f530d08d808692a1852798,[],"{""appendix"":null,""bbox"":[88.073,655.953,285.894,673.623],""chapter"":""9"",""line_id"":""poppler-line:2299a8cd26333237b109"",""observed_text_sha256"":""93824e3e0c7cbfaa94460ca18f92f334de7509448fa569f78f04042a82ccff6b"",""pdf_page"":273,""printed_page"":""246""}","[{""appendix"":null,""bbox"":[63.948,685.022,285.632,697.366],""chapter"":""9"",""line_id"":""poppler-line:bde58327a73d837e0b4a"",""observed_text_sha256"":""935b2a62e0195a0bea4fb420673797cdc19b7ce98573de2006a5d4697a5d7088"",""pdf_page"":273,""printed_page"":""246""}]","[""2""]",numbered,909.16.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[88.073,655.953,285.894,673.623],""chapter"":""9"",""line_id"":""poppler-line:2299a8cd26333237b109"",""observed_text_sha256"":""93824e3e0c7cbfaa94460ca18f92f334de7509448fa569f78f04042a82ccff6b"",""pdf_page"":273,""printed_page"":""246""}"
uninterpreted,,[],0.9,ibc2018:exception:68ffa7556fa8126b20adb8f2,[],"{""appendix"":null,""bbox"":[71.949,692.515,305.565,710.186],""chapter"":""9"",""line_id"":""poppler-line:a89d96eb2e68376afede"",""observed_text_sha256"":""7853deb1d7bf19bd94e1a9739b70230993fd8a512dd265002d210be8ffbc40f6"",""pdf_page"":274,""printed_page"":""247""}",[],[],single,909.19,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.949,692.515,305.565,710.186],""chapter"":""9"",""line_id"":""poppler-line:a89d96eb2e68376afede"",""observed_text_sha256"":""7853deb1d7bf19bd94e1a9739b70230993fd8a512dd265002d210be8ffbc40f6"",""pdf_page"":274,""printed_page"":""247""}"
uninterpreted,,[],0.9,ibc2018:exception:db73ce766013cf9d1d7085ca,[],"{""appendix"":null,""bbox"":[341.945,556.599,391.3,573.1],""chapter"":""9"",""line_id"":""poppler-line:23df9264c4d2ffa394a7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":275,""printed_page"":""248""}","[{""appendix"":null,""bbox"":[354.063,574.411,551.67,586.755],""chapter"":""9"",""line_id"":""poppler-line:7ad90812522f7f2aabfc"",""observed_text_sha256"":""8bb207e296a0e52fdb09e3f0f8b92f1f180e121b0570c7798733bd8e7e624ba9"",""pdf_page"":275,""printed_page"":""248""}]","[""1""]",numbered,909.20.6.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[341.945,556.599,391.3,573.1],""chapter"":""9"",""line_id"":""poppler-line:23df9264c4d2ffa394a7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":275,""printed_page"":""248""}"
uninterpreted,,[],0.9,ibc2018:exception:ef0177c790609604c7b8bd8c,[],"{""appendix"":null,""bbox"":[83.46,416.812,132.76,434.483],""chapter"":""9"",""line_id"":""poppler-line:4f6155a7f92d08b5d4d6"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":276,""printed_page"":""249""}","[{""appendix"":null,""bbox"":[95.412,434.87,305.242,447.214],""chapter"":""9"",""line_id"":""poppler-line:8ec16fb3c0766c778d70"",""observed_text_sha256"":""172f521305baa5ca164a1096fc0102d429c56dddc15c62777f47fba640a62a20"",""pdf_page"":276,""printed_page"":""249""},{""appendix"":null,""bbox"":[95.413,481.903,305.444,494.247],""chapter"":""9"",""line_id"":""poppler-line:4c2ffae62684593f506c"",""observed_text_sha256"":""3044547253707adc7b17692df1bf2b5df0c098cee3254ac185328232224cb823"",""pdf_page"":276,""printed_page"":""249""},{""appendix"":null,""bbox"":[95.413,551.124,305.208,563.468],""chapter"":""9"",""line_id"":""poppler-line:f43003bf48dbdf4cda31"",""observed_text_sha256"":""97103dc0d92ea36d57a5c6c6d933db1e94db350c410d288639deb1c9a09f4ce3"",""pdf_page"":276,""printed_page"":""249""},{""appendix"":null,""bbox"":[95.414,651.664,306.148,664.008],""chapter"":""9"",""line_id"":""poppler-line:b756bf7e3399a92743c9"",""observed_text_sha256"":""63b1e0b6ec61c1ab1b5b6d577847af17c32586b1a7a0f9b3b89095cc282a8e32"",""pdf_page"":276,""printed_page"":""249""}]","[""1"",""2"",""3"",""4""]",numbered,909.21.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.46,416.812,132.76,434.483],""chapter"":""9"",""line_id"":""poppler-line:4f6155a7f92d08b5d4d6"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":276,""printed_page"":""249""}"
